,id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5615,938016527981704830,Oakridge,49.22909979973743,-123.1277120775232,Entire home/apt,250.0,1,5,1.15,1,364,5,23-260284
5616,938265665229668900,Downtown Eastside,49.28357,-123.09518,Entire home/apt,210.0,2,3,0.88,2,167,3,84416 8989
5617,938538528479222423,Fairview,49.26112828420613,-123.1410692327878,Entire home/apt,104.0,30,1,0.68,26,339,1,nan
5618,938562887202637011,Downtown,49.2789066,-123.1079972,Entire home/apt,313.0,2,24,5.14,1,0,24,23-244172
5619,938650935343692935,Downtown,49.288286834061545,-123.12167046125371,Entire home/apt,1200.0,20,0,,30,269,0,23-765243
5620,939023695860520655,Downtown,49.27829,-123.10772,Entire home/apt,207.0,1,6,2.4,1,85,6,23-273352
5621,939271282569182002,Downtown Eastside,49.282975,-123.1080839,Entire home/apt,133.0,30,0,,1,365,0,nan
5622,939416155515457793,Kitsilano,49.2760691382506,-123.1487311116392,Entire home/apt,800.0,3,1,0.37,1,88,1,23-248729
5623,939482737680832207,Marpole,49.20504032738806,-123.13501171767712,Private room,89.0,1,0,,1,362,0,Exempt
5624,939503106846943236,Downtown,49.276973363482895,-123.12705797077,Private room,80.0,30,0,,1,85,0,nan
5625,939575581894455402,West Point Grey,49.26299081789144,-123.20152613656856,Entire home/apt,77.0,1,6,1.29,18,258,6,23-208101
5626,939852864293198568,West End,49.28555936975449,-123.1240637540595,Entire home/apt,470.0,10,0,,30,269,0,23-725829
5627,939924956293187602,Kensington-Cedar Cottage,49.26017615278823,-123.0720849748936,Private room,180.0,7,0,,1,0,0,23-268499
5628,939927618415738249,Downtown,49.27850064177793,-123.10793282698364,Entire home/apt,143.0,1,35,8.27,1,0,35,23-243878
5629,939961285038560811,Kitsilano,49.2602539,-123.1677054,Entire home/apt,136.0,30,0,,1,252,0,nan
5630,939966186505877340,Marpole,49.21247030647908,-123.11706773936749,Private room,65.0,30,0,,2,78,0,nan
5631,940064343904437306,Downtown Eastside,49.28185,-123.1045634,Entire home/apt,122.0,1,28,6.51,2,79,28,22-223103
5632,940069738091986089,Mount Pleasant,49.26397,-123.09742,Entire home/apt,,30,0,,1,0,0,nan
5633,940411168081342704,West End,49.2858491658921,-123.1374333230184,Entire home/apt,251.0,1,4,2.07,7,325,4,23-275296
5634,940583140519534024,Kitsilano,49.26973,-123.17447,Entire home/apt,185.0,30,0,,1,268,0,nan
5635,940674612371747455,Hastings-Sunrise,49.2818216,-123.0450952,Private room,269.0,1,10,2.26,1,0,10,23-248203
5636,940674845860262528,Killarney,49.22374751937292,-123.04557688314408,Private room,85.0,1,19,4.38,4,90,19,201000742546
5637,940820195564430037,Kitsilano,49.26743712686935,-123.1530026088361,Entire home/apt,203.0,3,4,1.58,2,0,4,23-256012
5638,940885043019184434,Mount Pleasant,49.26242,-123.09854,Entire home/apt,253.0,30,1,0.88,6,27,1,Exempt
5639,940918776721775912,Mount Pleasant,49.26678,-123.09892,Entire home/apt,128.0,1,33,7.23,1,51,33,23-254177
5640,940922126273706344,Arbutus Ridge,49.25691,-123.17411,Entire home/apt,252.0,1,18,3.86,1,207,18,23-193140
5641,940945452445611213,Downtown,49.27232208311028,-123.12011214238017,Entire home/apt,399.0,30,0,,2,303,0,nan
5642,941286514396787953,Downtown,49.28959349998773,-123.12780161963342,Entire home/apt,130.0,30,1,0.4,1,326,1,nan
5643,941442136067315095,Renfrew-Collingwood,49.25564,-123.05515,Entire home/apt,143.0,2,20,4.44,1,56,20,23-243076
5644,941464860239390763,Grandview-Woodland,49.26415,-123.05918,Entire home/apt,114.0,1,37,9.02,1,0,37,23-256409
5645,941651475471552603,Renfrew-Collingwood,49.25272598742114,-123.02842821610832,Entire home/apt,159.0,30,0,,1,162,0,nan
5646,942198381109067042,Fairview,49.26709024240456,-123.13512068241836,Entire home/apt,112.0,30,1,0.33,1,0,1,nan
5647,942321202367115254,Sunset,49.22691942712628,-123.09308391403334,Entire home/apt,175.0,30,1,0.3,2,68,1,nan
5648,942795351140484658,Hastings-Sunrise,49.2895570430288,-123.05441193007614,Entire home/apt,100.0,30,1,0.41,1,269,1,23-241042
5649,942837208329263697,Downtown,49.27988,-123.10701,Entire home/apt,143.0,1,7,2.92,43,0,7,23-272960
5650,942845820466885491,Fairview,49.25798704901219,-123.1226501761158,Entire home/apt,150.0,90,0,,1,186,0,nan
5651,942883030713314417,Downtown,49.27844082178035,-123.1252554879543,Entire home/apt,3552.0,30,1,1.0,134,212,1,nan
5652,943048025453363370,West End,49.28411669533271,-123.13520016919108,Entire home/apt,600.0,6,3,0.82,1,28,3,23-225907
5653,943049828351945873,Downtown Eastside,49.28036250100234,-123.08367957059598,Entire home/apt,,2,5,1.76,1,0,5,23-250050
5654,943143001724933938,Victoria-Fraserview,49.23124,-123.04884,Entire home/apt,95.0,1,10,2.27,4,264,10,23-243076
5655,943381082374174751,Grandview-Woodland,49.2759405,-123.0650685,Entire home/apt,116.0,30,0,,3,20,0,nan
5656,943490329235999776,Riley Park,49.245198861914965,-123.1044411599222,Private room,120.0,2,10,2.19,1,14,10,23-257566
5657,943498343696854101,Downtown,49.2811822,-123.1252069,Entire home/apt,120.0,30,1,0.3,3,81,1,nan
5658,943585812936055457,Grandview-Woodland,49.28189039999999,-123.0580609,Entire home/apt,306.0,3,0,,1,179,0,23-258042
5659,943588257553501001,Fairview,49.26049,-123.13088,Entire home/apt,124.0,30,2,0.57,134,312,2,nan
5660,943608459019031145,Fairview,49.26253779519261,-123.1305227612917,Entire home/apt,130.0,30,1,0.4,134,257,1,nan
5661,943627480341056120,Oakridge,49.224466356391424,-123.1247897459656,Private room,999.0,1,0,,1,365,0,23-256004
5662,943631994854834205,Kitsilano,49.26971,-123.1793,Private room,45.0,31,0,,5,149,0,23-478924
5663,943645371043893397,Riley Park,49.24523971890383,-123.10298161949386,Entire home/apt,383.0,1,12,3.1,1,349,12,23-257653
5664,943709267197137775,Hastings-Sunrise,49.27450722558135,-123.04153517742772,Entire home/apt,210.0,2,0,,1,75,0,23-262694
5665,943727293662506572,Downtown Eastside,49.28296646574844,-123.10231393513315,Entire home/apt,81.0,5,19,4.19,5,0,19,23-189435
5666,943812226257657768,Riley Park,49.254494,-123.0956775,Entire home/apt,67.0,1,24,5.9,2,254,24,23-156434
5667,943879720007523378,Dunbar Southlands,49.24151,-123.18999,Entire home/apt,297.0,2,0,,4,66,0,23-252371
5668,944154757189763333,Mount Pleasant,49.25752,-123.10268,Entire home/apt,118.0,30,2,0.62,134,223,2,nan
5669,944178754564418359,Arbutus Ridge,49.239658152309886,-123.15787161464922,Private room,67.0,1,4,1.08,7,66,4,Exempt
5670,944202016223667308,Arbutus Ridge,49.23763047074273,-123.15814422573096,Private room,67.0,1,3,1.25,7,58,3,Exempt
5671,944206017889618398,Sunset,49.2271414,-123.1055932,Entire home/apt,70.0,1,17,4.68,4,44,17,23-251968
5672,944210573423921725,Arbutus Ridge,49.23771,-123.16013,Private room,67.0,1,5,1.56,7,71,5,Exempt
5673,944215862491317970,Arbutus Ridge,49.23786,-123.15988,Private room,67.0,1,2,0.48,7,37,2,Exempt
5674,944225705256990863,Kerrisdale,49.22665,-123.15138,Entire home/apt,166.0,1,31,7.15,1,0,31,24-159836
5675,944226969795860866,Arbutus Ridge,49.2392321739434,-123.15824763776963,Private room,390.0,1,0,,7,16,0,Exempt
5676,944261104734777226,Downtown,49.2796404,-123.1088566,Entire home/apt,275.0,3,3,0.66,3,89,3,23-247894
5677,944404458969711180,Downtown,49.2747220960022,-123.13396868615632,Entire home/apt,375.0,2,2,1.11,1,339,2,23-260213
5678,944432311293183483,Downtown,49.27899,-123.12841,Entire home/apt,232.0,2,27,5.91,1,199,27,23-258120
5679,944898960014418599,Downtown,49.277352951961504,-123.13087199846169,Entire home/apt,148.0,30,0,,8,234,0,Exempt
5680,944911393949960465,Downtown,49.27536,-123.13076,Entire home/apt,167.0,30,0,,8,269,0,Exempt
5681,944976798774137912,Marpole,49.2087854,-123.1320979,Entire home/apt,119.0,30,1,0.73,2,148,1,nan
5682,945034396681574341,Marpole,49.21186,-123.1308,Private room,45.0,3,0,,7,229,0,23-205179
5683,945134855748513520,Hastings-Sunrise,49.26508092881237,-123.03654978829242,Entire home/apt,104.0,2,19,4.32,1,0,19,23-259119
5684,945270589226266186,Downtown,49.28898,-123.12549,Entire home/apt,457.0,2,9,2.05,1,61,9,Exempt
5685,945393831380484400,Sunset,49.21554,-123.09864,Entire home/apt,197.0,1,15,3.44,4,90,15,201000742546
5686,945691132407348074,Downtown,49.28029953764779,-123.10742819476508,Entire home/apt,155.0,1,27,7.04,1,255,27,23-157775
5687,945697871082780007,Mount Pleasant,49.26951364850788,-123.10183767974432,Entire home/apt,300.0,2,16,3.72,1,0,16,23-247025
5688,945911324848298814,Downtown,49.28003169999999,-123.1266181,Entire home/apt,313.0,2,19,4.35,1,234,19,23-246556
5689,946345810121295068,Downtown,49.2796404,-123.1088566,Entire home/apt,144.0,30,2,0.63,2,242,2,nan
5690,946528685372023148,Kitsilano,49.2627453483988,-123.16158161218176,Entire home/apt,100.0,30,0,,1,347,0,23-244919
5691,946548171164303269,Oakridge,49.22687033628926,-123.12978598025788,Entire home/apt,291.0,1,8,2.33,1,248,8,23-256356
5692,946552765394382431,Grandview-Woodland,49.2722479961945,-123.07310439629516,Entire home/apt,115.0,30,0,,1,220,0,nan
5693,946588334647146413,Hastings-Sunrise,49.27918,-123.02678,Entire home/apt,264.0,1,9,2.08,1,246,9,Exempt
5694,946650670400934162,Downtown,49.27964043411125,-123.10885649174452,Entire home/apt,140.0,2,20,4.44,1,60,20,23-249598
5695,946658103976441380,Downtown,49.27848,-123.12972,Entire home/apt,104.0,31,2,0.57,4,261,2,nan
5696,947192833308451119,Hastings-Sunrise,49.27381,-123.0306,Entire home/apt,147.0,2,6,1.64,2,166,6,23-158137
5697,947282557153356343,Renfrew-Collingwood,49.24993,-123.03193,Entire home/apt,248.0,40,0,,1,344,0,17101096
5698,947311505020946586,Mount Pleasant,49.26019109589708,-123.07807015344083,Entire home/apt,132.0,1,0,,8,269,0,22-233903
5699,947353835511815805,Renfrew-Collingwood,49.25671,-123.03183,Private room,70.0,1,11,2.77,2,364,11,CF-2023-008192
5700,947403715573374019,Mount Pleasant,49.27023,-123.10184,Entire home/apt,190.0,3,23,5.56,1,103,23,23-253397
5701,947408209812339181,Kensington-Cedar Cottage,49.261,-123.05738,Entire home/apt,,2,3,0.72,1,0,3,23-260148
5702,947629020495872505,Kitsilano,49.26889034783514,-123.14947200180964,Entire home/apt,175.0,3,18,4.35,5,195,18,23-260689
5703,948023216904566741,Renfrew-Collingwood,49.23756019893788,-123.0583069270842,Entire home/apt,219.0,2,10,3.13,1,67,10,23-260225
5704,948032080763257631,Downtown,49.287,-123.11249,Entire home/apt,628.0,30,0,,30,269,0,23-827374
5705,948620990018596785,Downtown,49.2787,-123.12039,Entire home/apt,200.0,30,1,0.54,1,159,1,nan
5706,948642239783603691,Downtown,49.28023,-123.11827,Entire home/apt,165.0,2,12,2.79,1,12,12,17-673533
5707,948652406592439109,Hastings-Sunrise,49.2836893,-123.0554249,Entire home/apt,500.0,3,1,0.34,1,71,1,23-260658
5708,948674937315411302,Downtown,49.27917576803598,-123.11749764846272,Entire home/apt,200.0,30,1,0.81,1,221,1,nan
5709,948708065585733499,Dunbar Southlands,49.2311135,-123.1859527,Entire home/apt,149.0,3,13,3.02,1,18,13,23-251950
5710,948838865956992199,Kitsilano,49.27077616543409,-123.14783317373026,Entire home/apt,229.0,30,0,,1,77,0,nan
5711,948925517167544478,Fairview,49.259982,-123.1318786,Entire home/apt,170.0,1,19,4.75,1,245,19,21-937256
5712,949360579406845457,Kensington-Cedar Cottage,49.23844076784828,-123.07213261572318,Entire home/apt,176.0,2,5,2.0,1,71,5,23-282002
5713,949378166996787234,Hastings-Sunrise,49.26596439999999,-123.0304005,Entire home/apt,103.0,1,9,2.67,1,63,9,23-268190
5714,949683989024178012,Downtown,49.2758162,-123.1331276,Entire home/apt,243.0,2,8,1.83,1,241,8,23-252355
5715,949910120499799759,Dunbar Southlands,49.23051,-123.19887,Entire home/apt,,1,2,0.54,1,0,2,Exempt
5716,949967573130954121,Downtown,49.28546169552028,-123.12189773095648,Entire home/apt,168.0,1,5,1.9,1,308,5,23-986772
5717,950136781320238250,Hastings-Sunrise,49.2715819,-123.0422437,Entire home/apt,108.0,2,3,3.0,1,159,3,23-270278
5718,950305299989821277,Sunset,49.2318,-123.1037,Private room,300.0,1,0,,2,41,0,"23-238397, 24-159646"
5719,950385684732563211,Marpole,49.216969418524144,-123.12913283278807,Private room,130.0,1,9,2.37,6,289,9,23-218309
5720,950751527472018730,Arbutus Ridge,49.24515,-123.15179,Entire home/apt,71.0,1,3,0.79,6,0,3,24-159738
5721,950788605157341829,Marpole,49.2179183122627,-123.12877218341067,Private room,109.0,1,10,2.46,6,0,10,23-218309
5722,950872578109560705,Mount Pleasant,49.26231691279373,-123.09240752247524,Entire home/apt,160.0,1,9,2.52,1,11,9,23-255462
5723,950905428130826670,Renfrew-Collingwood,49.25729087719319,-123.03189050492948,Private room,73.0,1,7,2.23,2,269,7,CF-2023-008192
5724,950905496634948244,Kensington-Cedar Cottage,49.23935,-123.08253,Entire home/apt,112.0,2,14,3.41,2,180,14,25-221295
5725,950954675734314848,South Cambie,49.2359659,-123.1174628,Entire home/apt,799.0,30,0,,1,89,0,nan
5726,951038570785203690,Riley Park,49.23714,-123.10924,Private room,203.0,1,3,0.82,4,288,3,24-158571
5727,951372504561924364,Kitsilano,49.26569196487912,-123.17069222100692,Entire home/apt,250.0,4,8,2.35,1,196,8,23-263762
5728,951432854114721997,Hastings-Sunrise,49.26433,-123.03733,Entire home/apt,464.0,3,1,0.29,2,16,1,24-159956
5729,951577090465867696,Sunset,49.21730118446639,-123.08157216557753,Entire home/apt,97.0,2,13,3.28,1,108,13,23-261679
5730,951658663445513263,Kitsilano,49.26889,-123.17885,Shared room,35.0,14,1,0.23,5,75,1,23-488239
5731,951852585820583186,Renfrew-Collingwood,49.25804,-123.02649,Entire home/apt,78.0,2,13,3.39,1,72,13,23-259040
5732,951864367747080867,West End,49.2826162070661,-123.14009248945575,Entire home/apt,300.0,3,1,0.25,1,89,1,Exempt
5733,952142875884116872,Sunset,49.22999586660469,-123.095014314649,Private room,99.0,1,21,6.06,1,245,21,23-262661
5734,952246853334735439,Grandview-Woodland,49.2731377611873,-123.06330254955716,Entire home/apt,232.0,1,8,1.95,1,89,8,23-262689
5735,952248498815190981,Marpole,49.2184551,-123.1312786,Private room,107.0,1,9,2.14,6,291,9,23-218309
5736,952931771957298874,Shaughnessy,49.24273722834136,-123.13061755015038,Entire home/apt,,2,0,,5,0,0,23-193762
5737,952939693234505704,West End,49.2888,-123.12908,Private room,126.0,1,33,9.0,4,362,33,Exempt
5738,952944110347420667,Victoria-Fraserview,49.2148455,-123.0768704,Private room,130.0,30,0,,9,160,0,nan
5739,952965930014874115,South Cambie,49.25469,-123.11775,Private room,,3,16,3.87,1,0,16,23-260647
5740,953124726597822761,Downtown,49.28076,-123.10958,Private room,180.0,2,1,0.33,5,269,1,23158183
5741,953140272089695384,Downtown,49.28842,-123.12494,Entire home/apt,125.0,30,2,0.71,1,91,2,nan
5742,953586709033413703,Arbutus Ridge,49.24700173109756,-123.1514832574039,Entire home/apt,268.0,1,2,2.0,6,183,2,24-159738
5743,953672723424856595,Kensington-Cedar Cottage,49.24713528171229,-123.07867133304076,Entire home/apt,67.0,1,9,2.57,3,67,9,23-187946
5744,953727046896321276,Oakridge,49.230194127197485,-123.11435712879282,Private room,999.0,1,0,,3,269,0,23-261654
5745,953792357061240317,Renfrew-Collingwood,49.2387173,-123.0563298,Entire home/apt,116.0,1,18,4.62,1,321,18,23-260984
5746,953813788769739447,West Point Grey,49.26127734849672,-123.20191122163224,Private room,68.0,1,7,1.71,18,270,7,23-208101
5747,953837293304150686,Downtown Eastside,49.28185,-123.1045634,Entire home/apt,116.0,1,15,3.88,1,0,15,23-272955
5748,953864476457366504,West End,49.28543535694482,-123.1230579182589,Entire home/apt,387.0,10,0,,30,241,0,23-836567
5749,953868647575548852,Downtown,49.27827,-123.12944,Entire home/apt,104.0,30,1,0.4,4,223,1,nan
5750,953878096378923584,Dunbar Southlands,49.23655,-123.19493,Entire home/apt,555.0,2,9,2.41,1,255,9,23-263460
5751,953927947795892813,Marpole,49.2184551,-123.1312786,Private room,138.0,1,3,1.02,6,270,3,23-218309
5752,954030225758890340,Hastings-Sunrise,49.28389179398916,-123.02676797236022,Entire home/apt,249.0,1,10,2.54,1,0,10,23-245288
5753,954303285536940294,Arbutus Ridge,49.24567278565929,-123.16338626216536,Private room,156.0,1,1,0.35,3,269,1,24-158873
5754,954323695562772393,Arbutus Ridge,49.24634,-123.16175,Private room,140.0,1,3,1.0,3,269,3,24-158873
5755,954355223650843635,Mount Pleasant,49.260473909985485,-123.07867705564604,Private room,41.0,1,2,0.55,8,270,2,22-233903
5756,954518106045879190,Downtown,49.278668003013735,-123.10924846402214,Entire home/apt,156.0,2,11,2.75,1,102,11,23-249079
5757,954542031497999122,Oakridge,49.23297,-123.13677,Entire home/apt,600.0,5,0,,1,251,0,23-263894
5758,954560881599662250,Downtown,49.2745482,-123.127821,Entire home/apt,156.0,2,15,3.91,1,71,15,23242769
5759,954628818328011383,Downtown Eastside,49.28055,-123.10931,Entire home/apt,192.0,2,19,5.33,1,167,19,24-159194
5760,955119193819334068,Downtown,49.27608,-123.12767,Entire home/apt,350.0,3,0,,1,162,0,23-232323
5761,955134744990708730,Downtown,49.278963521517056,-123.12755649580266,Entire home/apt,104.0,3,9,2.33,1,142,9,21-482920
5762,955171759960993588,Downtown,49.27452,-123.11837,Entire home/apt,,14,0,,1,0,0,Exempt
5763,955187109240224795,Marpole,49.21783,-123.13212,Private room,107.0,1,8,2.2,6,0,8,23-218309
5764,955353651684123845,Kitsilano,49.27167,-123.15443,Entire home/apt,206.0,7,2,1.67,1,61,2,Exempt
5765,955386988392558951,Arbutus Ridge,49.25740276368563,-123.17460384232788,Entire home/apt,275.0,1,0,,3,179,0,23-260219
5766,955421390593692353,Grandview-Woodland,49.27669881915973,-123.07068011363543,Private room,94.0,2,11,3.24,1,100,11,Exempt
5767,955439782954974275,Downtown,49.27652127806298,-123.1215883158436,Private room,80.0,30,0,,1,56,0,nan
5768,955994723506364589,West End,49.29276,-123.13436,Entire home/apt,128.0,30,0,,12,50,0,nan
5769,956019044286668896,Sunset,49.21129,-123.09228,Entire home/apt,61.0,2,17,5.0,1,0,17,23-269891
5770,956142163513576397,Hastings-Sunrise,49.28460038820503,-123.0303190597811,Entire home/apt,67.0,3,15,3.95,5,137,15,23-264662
5771,956172850503985860,Killarney,49.208993603655,-123.02373040080164,Private room,52.0,1,8,2.09,1,87,8,nan
5772,956196481979468767,Shaughnessy,49.24784975444089,-123.1289655790842,Entire home/apt,141.0,1,6,1.76,1,85,6,23-253054
5773,956226912381732798,Downtown Eastside,49.2839,-123.1046,Entire home/apt,219.0,3,12,3.27,1,79,12,17-101095
5774,956267866287090390,Shaughnessy,49.24842,-123.14787,Entire home/apt,,28,5,1.34,1,0,5,23-159697
5775,956436034381611363,Sunset,49.211071387171046,-123.0857158224418,Private room,,30,0,,1,269,0,nan
5776,956442216755421072,Renfrew-Collingwood,49.25515,-123.04374,Entire home/apt,123.0,1,7,3.13,1,42,7,23-271294
5777,956455419117523426,Downtown,49.27634712764005,-123.12330461915448,Entire home/apt,180.0,30,0,,1,11,0,nan
5778,956733913473552741,Downtown,49.28034240953404,-123.10790869918536,Private room,350.0,1,0,,5,269,0,23158183
5779,956735309328438367,Sunset,49.21306031151204,-123.0858275993312,Private room,86.0,2,2,0.8,1,190,2,23-266064
5780,956839043361184027,Hastings-Sunrise,49.28590335924756,-123.03145762767784,Private room,55.0,30,11,2.82,5,247,11,23-264662
5781,956846217552697292,Hastings-Sunrise,49.286122250261286,-123.0296123784054,Private room,63.0,1,6,1.96,5,251,6,23-264662
5782,957450266512722285,Downtown,49.29131308208916,-123.12755645562848,Entire home/apt,150.0,6,0,,1,34,0,17-101096
5783,957473890770039252,Hastings-Sunrise,49.27890439999999,-123.0533665,Entire home/apt,163.0,1,19,4.91,1,125,19,23-265407
5784,957548159256443450,Sunset,49.21558,-123.10629,Entire home/apt,76.0,1,11,4.12,1,31,11,23-265803
5785,957564612024759378,Downtown,49.279393323138216,-123.10674686703352,Entire home/apt,196.0,1,7,1.89,2,73,7,23-251993
5786,957957731866867079,Downtown,49.27978,-123.10759,Entire home/apt,124.0,1,30,7.56,1,192,30,23-258976
5787,958044720404871067,Downtown,49.28804,-123.12304,Entire home/apt,635.0,2,9,2.29,3,344,9,23-204160
5788,958074884999330485,Hastings-Sunrise,49.28441,-123.03142,Private room,49.0,30,4,1.03,5,240,4,23-264662
5789,958091024131776068,Hastings-Sunrise,49.28649,-123.03103,Private room,49.0,30,12,3.53,5,242,12,23-264662
5790,958126730161694859,Arbutus Ridge,49.23838031187247,-123.16362818213214,Private room,66.0,3,0,,1,170,0,23-301870
5791,958192197429376200,Riley Park,49.25534149151592,-123.0962475744409,Entire home/apt,84.0,1,13,3.98,2,0,13,23-156433
5792,958229160117451411,Hastings-Sunrise,49.27908,-123.03395,Entire home/apt,79.0,1,18,4.86,1,169,18,23-264206
5793,958238894237639823,Downtown,49.2785407,-123.1296198,Private room,111.0,30,0,,1,269,0,nan
5794,958286478626164636,West End,49.28104000890981,-123.13609183082492,Entire home/apt,76.0,30,2,0.71,3,188,2,nan
5795,958296861519772294,Downtown,49.27779138810341,-123.10657216406824,Entire home/apt,392.0,2,7,2.26,1,139,7,23-263743
5796,958673124731406348,Oakridge,49.22634859999999,-123.1270805,Entire home/apt,120.0,30,7,2.06,1,0,7,23-266115
5797,958675830485818845,Mount Pleasant,49.258928,-123.0888506,Entire home/apt,120.0,1,8,4.44,1,22,8,23-274725
5798,958703121515036787,Downtown,49.27967111438532,-123.10835804952804,Entire home/apt,131.0,1,0,,1,346,0,23-548374
5799,958752636914498286,Downtown Eastside,49.2813495,-123.0827452,Entire home/apt,210.0,3,3,0.83,1,117,3,706972692RT001
5800,958763526250141204,Killarney,49.20462,-123.03017,Entire home/apt,135.0,30,0,,1,30,0,nan
5801,958856734081391162,Marpole,49.20957,-123.12634,Entire home/apt,260.0,2,1,0.59,2,58,1,23-264207
5802,958866056166226654,Kensington-Cedar Cottage,49.26169,-123.07316,Private room,21.0,30,0,,19,270,0,nan
5803,959100363945939133,West End,49.28623235814511,-123.12401429935932,Entire home/apt,196.0,2,23,6.51,1,0,23,Exempt
5804,959399021003504927,Kensington-Cedar Cottage,49.25999,-123.07524,Private room,41.0,1,5,1.38,19,267,5,Exempt
5805,959414820642346235,West End,49.28231,-123.13281,Entire home/apt,207.0,30,9,2.55,2,91,9,17-372637
5806,959420862702796821,Downtown,49.28027580385263,-123.10869698958506,Entire home/apt,165.0,2,2,0.6,2,264,2,23-254124
5807,959526186568081116,Sunset,49.21202611800158,-123.09992499873977,Entire home/apt,288.0,1,7,2.21,1,304,7,23-291903
5808,959529110487453427,West End,49.28794,-123.12913,Private room,146.0,1,15,3.88,4,360,15,Exempt
5809,959579294765184094,West End,49.29374547608589,-123.13611244204992,Entire home/apt,124.0,30,1,1.0,12,365,1,nan
5810,959642591351932111,Kensington-Cedar Cottage,49.24772385287576,-123.07807417535672,Entire home/apt,58.0,1,26,7.72,3,0,26,23-284711
5811,959652547343600710,Kensington-Cedar Cottage,49.23672,-123.07453,Private room,129.0,2,0,,1,179,0,10-706543
5812,959722556115307210,Downtown,49.27701,-123.1073,Entire home/apt,194.0,2,10,2.65,1,326,10,24-159877
5813,959770042545015467,Downtown,49.2745482,-123.127821,Entire home/apt,183.0,1,25,6.7,1,0,25,23-257518
5814,960115175261422253,Downtown,49.27829411268618,-123.12548427043924,Entire home/apt,127.0,30,1,0.4,134,100,1,nan
5815,960116234297035646,West End,49.28953,-123.13004,Private room,208.0,1,1,0.29,4,354,1,Exempt
5816,960124812057095325,West End,49.28756,-123.12965,Private room,123.0,1,13,4.43,4,0,13,Exempt
5817,960138575535133475,Downtown,49.29046651154241,-123.12711161014155,Entire home/apt,500.0,180,0,,1,269,0,Exempt
5818,960162769816303180,Downtown,49.27710618973234,-123.12674533517745,Entire home/apt,160.0,30,2,0.69,134,127,2,nan
5819,960452988755682370,Victoria-Fraserview,49.22556,-123.0679,Entire home/apt,,2,7,2.0,1,0,7,23-263925
5820,960757489199809933,Downtown,49.28003169999999,-123.1266181,Entire home/apt,177.0,3,8,2.2,21,0,8,23-258137
5821,960894571708723616,Kerrisdale,49.2318753,-123.1632674,Entire home/apt,155.0,2,0,,1,68,0,23-271407
5822,960935343000233165,Downtown,49.27952634585624,-123.1279030887592,Entire home/apt,110.0,1,6,1.98,1,172,6,23-189118
5823,960976661749353332,Downtown,49.27740300522123,-123.12883279274624,Entire home/apt,150.0,30,1,0.36,2,174,1,Exempt
5824,961234886325127249,Kensington-Cedar Cottage,49.26007528156746,-123.07349883302903,Private room,42.0,1,4,1.08,19,265,4,Exempt
5825,961511526033300153,Mount Pleasant,49.27057067838236,-123.10433297142112,Entire home/apt,117.0,30,1,0.4,1,312,1,nan
5826,961568318415395169,Kensington-Cedar Cottage,49.26051331047712,-123.0750059772908,Entire home/apt,90.0,1,0,,19,269,0,Exempt
5827,961582166843326514,Victoria-Fraserview,49.2289366,-123.0659933,Private room,83.0,2,4,1.29,3,294,4,23-253428
5828,961669696282755599,West End,49.28137012441268,-123.13700838413088,Entire home/apt,150.0,30,0,,2,99,0,nan
5829,961688662323614516,Downtown,49.28690113568975,-123.12418098492373,Entire home/apt,425.0,4,0,,30,265,0,23-696969
5830,961718133738996166,Victoria-Fraserview,49.22061,-123.05225,Entire home/apt,288.0,1,5,1.67,1,73,5,23-258076
5831,961751243842810218,Mount Pleasant,49.26442,-123.10054,Entire home/apt,199.0,30,0,,1,269,0,nan
5832,961757210706931810,Kensington-Cedar Cottage,49.26103821451277,-123.07514951362758,Private room,41.0,1,2,0.55,19,262,2,Exempt
5833,961826638045297199,Riley Park,49.24363194363352,-123.09994310740969,Entire home/apt,111.0,3,9,2.87,1,72,9,23267897
5834,962000402931219643,Shaughnessy,49.25328,-123.13635,Entire home/apt,259.0,2,4,1.12,4,90,4,23-244954
5835,962288725197853276,Downtown,49.28284,-123.12263,Entire home/apt,120.0,30,1,0.67,1,246,1,nan
5836,962343823691019461,Kensington-Cedar Cottage,49.26159,-123.07464,Private room,41.0,1,2,0.58,19,270,2,Exempt
5837,962440152949000270,Riley Park,49.25361,-123.09175,Private room,43.0,1,4,1.07,19,0,4,Exempt
5838,962591853345786239,Kerrisdale,49.23041344992465,-123.14882567130924,Entire home/apt,708.0,1,8,2.14,1,152,8,23282394
5839,962913804279248042,Kitsilano,49.264678606479606,-123.1686516151694,Entire home/apt,900.0,3,6,1.78,21,38,6,23-254032
5840,963008407445041328,Oakridge,49.22602773810088,-123.12458924485044,Entire home/apt,353.0,1,0,,11,165,0,23-256004
5841,963054305256683644,Kensington-Cedar Cottage,49.26045,-123.07514,Entire home/apt,78.0,1,0,,19,269,0,Exempt
5842,963096341334471731,Riley Park,49.25510649381231,-123.09168222704596,Private room,55.0,1,2,0.63,19,270,2,Exempt
5843,963126408723599796,Oakridge,49.22534042091546,-123.12504492579514,Private room,71.0,1,0,,11,168,0,23-256004
5844,963146037149518300,Oakridge,49.22563,-123.12323,Private room,71.0,1,2,0.74,11,169,2,23-256004
